Trial,100000000:exe,100000000:preempt,100:exe,100:preempt,50:exe,50:preempt,20:exe,20:preempt,15:exe,15:preempt,10:exe,10:preempt,5:exe,5:preempt,3:exe,3:preempt,2:exe,2:preempt
1,10.55051904,0,10.892633344,108587,10.9654144,218057,11.1784576,551421,11.30560128,746683,11.530314496,1123157,12.106308352,2357725,13.055016704,4232626,14.228159744,6908784
median,10.55051904,0,10.892633344,108587,10.9654144,218057,11.1784576,551421,11.30560128,746683,11.530314496,1123157,12.106308352,2357725,13.055016704,4232626,14.228159744,6908784
