Trial,100000000:exe,100000000:preempt,100:exe,100:preempt,50:exe,50:preempt,20:exe,20:preempt,15:exe,15:preempt,10:exe,10:preempt,5:exe,5:preempt,3:exe,3:preempt,2:exe,2:preempt
1,2.199496704,0,2.214290176,22113,2.229489664,44419,2.277371392,112558,2.303076352,152406,2.35447296,229768,2.499245056,487699,2.705538304,879553,3.04793472,1485936
median,2.199496704,0,2.214290176,22113,2.229489664,44419,2.277371392,112558,2.303076352,152406,2.35447296,229768,2.499245056,487699,2.705538304,879553,3.04793472,1485936
