Trial,100000000:exe,100000000:preempt,100:exe,100:preempt,50:exe,50:preempt,20:exe,20:preempt,15:exe,15:preempt,10:exe,10:preempt,5:exe,5:preempt,3:exe,3:preempt,2:exe,2:preempt
1,5.614493696,0,7.928682496,78913,8.026874624,159357,8.307941888,409158,8.519331584,561727,8.819396608,857646,9.857205248,1916474,11.461255168,3712701,13.90819968,6752409
2,5.637888512,0,7.935459328,78984,8.04894336,159785,8.324546816,409990,8.549152768,563729,8.89137024,864680,9.859204352,1916889,11.52563712,3733401,13.829361152,6714434
3,5.627531008,0,8.035304192,79978,8.025160192,159321,8.305333504,409005,8.550627584,563861,8.82719488,858394,9.84988288,1915224,11.485903872,3720669,13.804900352,6702986
4,5.640822272,0,7.932095488,78948,8.036109824,159542,8.3282048,410177,8.490805248,559865,8.830457344,858896,9.813803264,1907989,11.459346176,3712374,13.870955008,6734390
5,5.622898944,0,7.928389888,78908,8.032004096,159457,8.312205312,409350,8.580432128,565789,8.819168512,857613,9.891701248,1923160,11.523281664,3732768,13.759502592,6680716
median,5.627531008,0,7.932095488,78948,8.032004096,159457,8.312205312,409350,8.549152768,563729,8.82719488,858394,9.857205248,1916474,11.485903872,3720669,13.829361152,6714434
