Trial,100000000:exe,100000000:preempt,100:exe,100:preempt,50:exe,50:preempt,20:exe,20:preempt,15:exe,15:preempt,10:exe,10:preempt,5:exe,5:preempt,3:exe,3:preempt,2:exe,2:preempt
1,4.788389632,0,4.78679808,47813,4.866560256,96970,5.06070144,250152,5.192376576,343641,5.460030464,532903,6.445641472,1257973,7.657808384,2489848,9.423017728,4594912
median,4.788389632,0,4.78679808,47813,4.866560256,96970,5.06070144,250152,5.192376576,343641,5.460030464,532903,6.445641472,1257973,7.657808384,2489848,9.423017728,4594912
