Trial,100000000:exe,100000000:preempt,100:exe,100:preempt,50:exe,50:preempt,20:exe,20:preempt,15:exe,15:preempt,10:exe,10:preempt,5:exe,5:preempt,3:exe,3:preempt,2:exe,2:preempt
1,3.266701568,0,3.301212416,32973,3.330004736,66349,3.419781376,169035,3.471058688,229710,3.584391168,349817,3.89060736,759264,4.379800064,1424132,4.927433216,2402832
median,3.266701568,0,3.301212416,32973,3.330004736,66349,3.419781376,169035,3.471058688,229710,3.584391168,349817,3.89060736,759264,4.379800064,1424132,4.927433216,2402832
