Trial,100000000:exe,100000000:preempt,100:exe,100:preempt,50:exe,50:preempt,20:exe,20:preempt,15:exe,15:preempt,10:exe,10:preempt,5:exe,5:preempt,3:exe,3:preempt,2:exe,2:preempt
1,2.037894912,0,2.051347968,20234,2.060767488,40546,2.096042496,102301,2.126423808,138977,2.164899328,208680,2.280965632,439140,2.432835328,788369,2.66455936,1274739
median,2.037894912,0,2.051347968,20234,2.060767488,40546,2.096042496,102301,2.126423808,138977,2.164899328,208680,2.280965632,439140,2.432835328,788369,2.66455936,1274739
