Trial,100000000:exe,100000000:preempt,100:exe,100:preempt,50:exe,50:preempt,20:exe,20:preempt,15:exe,15:preempt,10:exe,10:preempt,5:exe,5:preempt,3:exe,3:preempt,2:exe,2:preempt
1,8.469284096,0,12.841476352,127822,13.056603648,259239,13.579654912,668737,13.755173632,907172,14.388776448,1399166,16.170337536,3144285,18.576752384,6017094,22.592857856,10967179
2,8.4068608,0,12.810516736,127533,13.0703424,259508,13.545095168,667090,13.801202944,910039,14.401770752,1400400,16.089119232,3128270,18.60696832,6027092,22.72644608,11026222
3,8.410753024,0,12.776601344,127201,13.05671424,259241,13.575482368,668501,13.937401088,918936,14.309330688,1391494,16.121138688,3134464,18.56465536,6013839,22.716795392,11026825
4,8.440066048,0,12.827414784,127684,13.04859008,259088,13.576423936,668518,13.808407808,910453,14.354252544,1395891,16.095935744,3129329,18.617488896,6029764,22.505005056,10924681
5,8.423585792,0,12.798825728,127420,13.049521664,259100,13.575709952,668470,13.828342784,911781,14.372302848,1397568,16.084879104,3127683,18.593764608,6023060,22.582851072,10963489
median,8.423585792,0,12.810516736,127533,13.056603648,259239,13.575709952,668470,13.808407808,910453,14.372302848,1397568,16.095935744,3129329,18.593764608,6023060,22.592857856,10967179
