Trial,100000000:exe,100000000:preempt,100:exe,100:preempt,50:exe,50:preempt,20:exe,20:preempt,15:exe,15:preempt,10:exe,10:preempt,5:exe,5:preempt,3:exe,3:preempt,2:exe,2:preempt
1,6.390583808,0,6.397149952,63898,6.492026368,129363,6.744865792,333404,6.927397888,458485,7.27175296,709730,8.59602304,1677649,10.249496064,3332587,12.65971968,6173336
median,6.390583808,0,6.397149952,63898,6.492026368,129363,6.744865792,333404,6.927397888,458485,7.27175296,709730,8.59602304,1677649,10.249496064,3332587,12.65971968,6173336
