Trial,100000000:exe,100000000:preempt,100:exe,100:preempt,50:exe,50:preempt,20:exe,20:preempt,15:exe,15:preempt,10:exe,10:preempt,5:exe,5:preempt,3:exe,3:preempt,2:exe,2:preempt
1,6.404524032,0,6.448346368,64412,6.487075584,129262,6.607634432,326617,6.677444608,441915,6.800262912,663704,7.160210944,1397329,7.639917568,2483884,8.368756992,4080534
median,6.404524032,0,6.448346368,64412,6.487075584,129262,6.607634432,326617,6.677444608,441915,6.800262912,663704,7.160210944,1397329,7.639917568,2483884,8.368756992,4080534
