Trial,100000000:exe,100000000:preempt,100:exe,100:preempt,50:exe,50:preempt,20:exe,20:preempt,15:exe,15:preempt,10:exe,10:preempt,5:exe,5:preempt,3:exe,3:preempt,2:exe,2:preempt
1,1.649894144,0,1.66094592,16585,1.670345472,33277,1.7033344,84182,1.723227392,114026,1.7595328,171696,1.865452032,363991,2.00567808,651999,2.222292224,1083395
median,1.649894144,0,1.66094592,16585,1.670345472,33277,1.7033344,84182,1.723227392,114026,1.7595328,171696,1.865452032,363991,2.00567808,651999,2.222292224,1083395
