Trial,100000000:exe,100000000:preempt,100:exe,100:preempt,50:exe,50:preempt,20:exe,20:preempt,15:exe,15:preempt,10:exe,10:preempt,5:exe,5:preempt,3:exe,3:preempt,2:exe,2:preempt
1,1.45977856,0,1.473135616,14711,1.487381504,29633,1.532451328,75735,1.559188992,103169,1.610067968,157110,1.773062912,345964,2.043734528,664397,2.419505664,1179599
median,1.45977856,0,1.473135616,14711,1.487381504,29633,1.532451328,75735,1.559188992,103169,1.610067968,157110,1.773062912,345964,2.043734528,664397,2.419505664,1179599
