Trial,100000000:exe,100000000:preempt,100:exe,100:preempt,50:exe,50:preempt,20:exe,20:preempt,15:exe,15:preempt,10:exe,10:preempt,5:exe,5:preempt,3:exe,3:preempt,2:exe,2:preempt
1,2.700822784,0,2.835110144,26932,2.846418688,54082,2.909295104,136928,2.939583488,185113,3.010051328,278702,3.179244032,586861,3.389756928,1039706,3.80762368,1703126
median,2.700822784,0,2.835110144,26932,2.846418688,54082,2.909295104,136928,2.939583488,185113,3.010051328,278702,3.179244032,586861,3.389756928,1039706,3.80762368,1703126
