Trial,100000000:exe,100000000:preempt,100:exe,100:preempt,50:exe,50:preempt,20:exe,20:preempt,15:exe,15:preempt,10:exe,10:preempt,5:exe,5:preempt,3:exe,3:preempt,2:exe,2:preempt
1,1.964012544,0,2.005718784,19982,2.03013632,40343,2.098292992,103437,2.141376256,141307,2.213092864,215386,2.445252864,475765,2.746003456,889686,3.140813568,1523304
median,1.964012544,0,2.005718784,19982,2.03013632,40343,2.098292992,103437,2.141376256,141307,2.213092864,215386,2.445252864,475765,2.746003456,889686,3.140813568,1523304
