Trial,100000000:exe,100000000:preempt,100:exe,100:preempt,50:exe,50:preempt,20:exe,20:preempt,15:exe,15:preempt,10:exe,10:preempt,5:exe,5:preempt,3:exe,3:preempt,2:exe,2:preempt
1,8.54059008,0,8.598652928,85893,8.650728448,172380,8.80707968,435356,8.905541888,589413,9.066034176,884903,9.553504768,1864615,10.214729984,3321382,11.274031872,5497650
median,8.54059008,0,8.598652928,85893,8.650728448,172380,8.80707968,435356,8.905541888,589413,9.066034176,884903,9.553504768,1864615,10.214729984,3321382,11.274031872,5497650
